study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430493	ERS15425608	ERX10846644	ERR11439337	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN215B_GRG015_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	6640792	361658188	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:047-22872	ena-RUN-TAB-15-05-2023-12:25:42:048-22873	196203882	78c4ec6ddc9619bd242f125e04c76b0c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/037/ERR11439337/ERR11439337.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/037/ERR11439337/ERR11439337.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/037/ERR11439337/ERR11439337.fastq.gz	305698338;6017384	3ed38420c13ced6d4287b8983fa24a41;30a68cdfbd9d97f2268a9b284ab13996	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439337/GLN215B_GRG015_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439337/GLN215B_GRG015_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439337/GLN215B_GRG015_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439337/GLN215B_GRG015_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439337/GLN215B_GRG015_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439337/GLN215B_GRG015_IM.bam.bai	BAM;BAI						GLN215B		GLN215B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430495	ERS15425610	ERX10846649	ERR11439342	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN219_GRG082_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	54966	3161887	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:049-22882	ena-RUN-TAB-15-05-2023-12:25:42:049-22883	1940578	9179255c28e733178b54222b65eb8f1d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/042/ERR11439342/ERR11439342.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/042/ERR11439342/ERR11439342.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/042/ERR11439342/ERR11439342.fastq.gz	2912838;2509432	2e3a39be7e2473826b6f92544246666c;a07755a312c216b1d41f3fd495c8e74f	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439342/GLN219_GRG082_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439342/GLN219_GRG082_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439342/GLN219_GRG082_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439342/GLN219_GRG082_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439342/GLN219_GRG082_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439342/GLN219_GRG082_TF.bam.bai	BAM;BAI						GLN219		GLN219		2023-05-15
PRJEB61818	ERP146900	SAMEA113430500	ERS15425615	ERX10846661	ERR11439354	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN225_GRG019_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	4254151	237101206	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:052-22906	ena-RUN-TAB-15-05-2023-12:25:42:052-22907	129393106	3782e0a4b27302a117d564832a0031af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/054/ERR11439354/ERR11439354.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/054/ERR11439354/ERR11439354.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/054/ERR11439354/ERR11439354.fastq.gz	204218753;5928688	6343a68e4d5c93008d13298b2bca236a;fa0295f41a06080652f795fb95066978	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439354/GLN225_GRG019_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439354/GLN225_GRG019_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439354/GLN225_GRG019_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439354/GLN225_GRG019_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439354/GLN225_GRG019_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439354/GLN225_GRG019_IM.bam.bai	BAM;BAI						GLN225		GLN225		2023-05-15
PRJEB61818	ERP146900	SAMEA113430501	ERS15425616	ERX10846664	ERR11439357	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN226_GRG020_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4019196	259815666	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:053-22912	ena-RUN-TAB-15-05-2023-12:25:42:053-22913	143915268	7c8769960d73f1f95ea0b488b5cfdb9d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/057/ERR11439357/ERR11439357.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/057/ERR11439357/ERR11439357.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/057/ERR11439357/ERR11439357.fastq.gz	216497546;5915288	632c43d8a020ff0c599d081604a99754;3ad99e5fe586fdff5420c319d5b882e0	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439357/GLN226_GRG020_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439357/GLN226_GRG020_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439357/GLN226_GRG020_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439357/GLN226_GRG020_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439357/GLN226_GRG020_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439357/GLN226_GRG020_YC.bam.bai	BAM;BAI						GLN226		GLN226		2023-05-15
PRJEB61818	ERP146900	SAMEA113430502	ERS15425617	ERX10846666	ERR11439359	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN227_GRG021_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3288394	223217129	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:053-22916	ena-RUN-TAB-15-05-2023-12:25:42:053-22917	123517468	56dd321a324962cefc9aba8b76c0b792	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/059/ERR11439359/ERR11439359.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/059/ERR11439359/ERR11439359.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/059/ERR11439359/ERR11439359.fastq.gz	167054855;5853784	53f3c8724a8676280e491ed54595063a;9ee69bd6411ac6db44f2b9d0978ecb17	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439359/GLN227_GRG021_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439359/GLN227_GRG021_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439359/GLN227_GRG021_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439359/GLN227_GRG021_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439359/GLN227_GRG021_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439359/GLN227_GRG021_YC.bam.bai	BAM;BAI						GLN227		GLN227		2023-05-15
PRJEB61818	ERP146900	SAMEA113430579	ERS15425694	ERX10846668	ERR11439361	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN230_GRG099_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13051	622103	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:054-22920	ena-RUN-TAB-15-05-2023-12:25:42:054-22921	473210	1f93a1e83eb40b4b4abb0d526f71c65c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/061/ERR11439361/ERR11439361.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/061/ERR11439361/ERR11439361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/061/ERR11439361/ERR11439361.fastq.gz	752704;1790736	28cb66e87d0f28f7cc81a4e8e6836082;acc9f0318cca2a7ddc6fdd944c8ec71d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439361/GLN230_GRG099_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439361/GLN230_GRG099_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439361/GLN230_GRG099_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439361/GLN230_GRG099_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439361/GLN230_GRG099_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439361/GLN230_GRG099_TF.bam.bai	BAM;BAI						GLN230		GLN230		2023-05-15
PRJEB61818	ERP146900	SAMEA113430504	ERS15425619	ERX10846669	ERR11439362	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN231A_GRG023_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	679432	35352617	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:054-22922	ena-RUN-TAB-15-05-2023-12:25:42:054-22923	20899707	401a9787bf1a79643b907f947558cb28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/062/ERR11439362/ERR11439362.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/062/ERR11439362/ERR11439362.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/062/ERR11439362/ERR11439362.fastq.gz	34580543;4907088	83eae80a3a0e50ad0dbab0ec87c6a8dc;224db218ae9d58df7c486e50c36e269b	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439362/GLN231A_GRG023_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439362/GLN231A_GRG023_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439362/GLN231A_GRG023_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439362/GLN231A_GRG023_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439362/GLN231A_GRG023_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439362/GLN231A_GRG023_IM.bam.bai	BAM;BAI						GLN231A		GLN231A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430507	ERS15425622	ERX10846675	ERR11439368	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN235_GRG085_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	8730742	494163095	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:055-22934	ena-RUN-TAB-15-05-2023-12:25:42:056-22935	231159852	33920945ba575bcd5e0f280f9eb03052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/068/ERR11439368/ERR11439368.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/068/ERR11439368/ERR11439368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/068/ERR11439368/ERR11439368.fastq.gz	344636756;5912136	08e49cdc0bbd50ae01008f984952dc6e;d9ae8b49fe742db5fecb6e15ecc1e98f	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439368/GLN235_GRG085_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439368/GLN235_GRG085_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439368/GLN235_GRG085_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439368/GLN235_GRG085_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439368/GLN235_GRG085_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439368/GLN235_GRG085_IM.bam.bai	BAM;BAI						GLN235		GLN235		2023-05-15
PRJEB61818	ERP146900	SAMEA113430507	ERS15425622	ERX10846677	ERR11439370	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN235_GRG085_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5328976	306785575	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:056-22938	ena-RUN-TAB-15-05-2023-12:25:42:056-22939	188560952	8540b72e5296bd4cd0eebde6ef14b7b6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/070/ERR11439370/ERR11439370.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/070/ERR11439370/ERR11439370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/070/ERR11439370/ERR11439370.fastq.gz	266520145;5980104	e54d2cf8fb014bc332064ab0e2910992;c4331d990d126904154e274f7cd3a36b	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439370/GLN235_GRG085_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439370/GLN235_GRG085_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439370/GLN235_GRG085_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439370/GLN235_GRG085_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439370/GLN235_GRG085_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439370/GLN235_GRG085_TF.bam.bai	BAM;BAI						GLN235		GLN235		2023-05-15
PRJEB61818	ERP146900	SAMEA113430507	ERS15425622	ERX10846678	ERR11439371	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN235_GRG085_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4881131	306956376	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:056-22940	ena-RUN-TAB-15-05-2023-12:25:42:056-22941	172132647	6e8e71cf682a31d79773a8722de12370	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/071/ERR11439371/ERR11439371.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/071/ERR11439371/ERR11439371.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/071/ERR11439371/ERR11439371.fastq.gz	260830785;5970984	f3be1487e3abb056c17d51c859eca37e;97eba8e158e4fe1d764031dd36678190	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439371/GLN235_GRG085_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439371/GLN235_GRG085_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439371/GLN235_GRG085_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439371/GLN235_GRG085_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439371/GLN235_GRG085_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439371/GLN235_GRG085_YC.bam.bai	BAM;BAI						GLN235		GLN235		2023-05-15
PRJEB61818	ERP146900	SAMEA113430508	ERS15425623	ERX10846681	ERR11439374	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN236A_GRG086_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4644336	273022616	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:057-22946	ena-RUN-TAB-15-05-2023-12:25:42:057-22947	166674303	8a9301cc73e80b4acd61a1c15820e364	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/074/ERR11439374/ERR11439374.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/074/ERR11439374/ERR11439374.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/074/ERR11439374/ERR11439374.fastq.gz	235025513;5928648	d9686d83aac8047be0362307e8591432;20058a4eeed3ff75276a41919a652623	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439374/GLN236A_GRG086_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439374/GLN236A_GRG086_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439374/GLN236A_GRG086_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439374/GLN236A_GRG086_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439374/GLN236A_GRG086_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439374/GLN236A_GRG086_TF.bam.bai	BAM;BAI						GLN236A		GLN236A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430509	ERS15425624	ERX10846682	ERR11439375	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN236B_GRG087_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13361406	763316805	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:057-22948	ena-RUN-TAB-15-05-2023-12:25:42:057-22949	363290633	2fe50766841b55724ac46b13befa8541	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/075/ERR11439375/ERR11439375.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/075/ERR11439375/ERR11439375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/075/ERR11439375/ERR11439375.fastq.gz	547619498;6013144	b2fa69bbd5fac570604f759bdd28a740;caf50a1660faa3c50424da93a18bf08e	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439375/GLN236B_GRG087_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439375/GLN236B_GRG087_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439375/GLN236B_GRG087_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439375/GLN236B_GRG087_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439375/GLN236B_GRG087_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439375/GLN236B_GRG087_IM.bam.bai	BAM;BAI						GLN236B		GLN236B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430509	ERS15425624	ERX10846685	ERR11439378	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN236B_GRG087_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	7382036	470454278	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:058-22954	ena-RUN-TAB-15-05-2023-12:25:42:058-22955	257092960	1a39f8e2a029cc34de8367779bd8d337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/078/ERR11439378/ERR11439378.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/078/ERR11439378/ERR11439378.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/078/ERR11439378/ERR11439378.fastq.gz	384196411;6071968	d1e40ef62622bfaf069a046da4077d01;c35b1e692a1960174b798b99aac51cb9	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439378/GLN236B_GRG087_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439378/GLN236B_GRG087_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439378/GLN236B_GRG087_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439378/GLN236B_GRG087_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439378/GLN236B_GRG087_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439378/GLN236B_GRG087_YC.bam.bai	BAM;BAI						GLN236B		GLN236B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430510	ERS15425625	ERX10846688	ERR11439381	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN237A_GRG088_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	2704712	171852517	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:059-22960	ena-RUN-TAB-15-05-2023-12:25:42:059-22961	96298141	bea0f0e7bba4099cb9e4e2a5e9d827c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/081/ERR11439381/ERR11439381.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/081/ERR11439381/ERR11439381.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/081/ERR11439381/ERR11439381.fastq.gz	147268821;5830928	b81f82e3ceedc187e5a1ef76b3758b80;0df39307fee868dc1aeb702e5910b36a	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439381/GLN237A_GRG088_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439381/GLN237A_GRG088_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439381/GLN237A_GRG088_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439381/GLN237A_GRG088_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439381/GLN237A_GRG088_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439381/GLN237A_GRG088_YC.bam.bai	BAM;BAI						GLN237A		GLN237A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430512	ERS15425627	ERX10846695	ERR11439388	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN242_GRG089_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	1984003	103907771	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:061-22974	ena-RUN-TAB-15-05-2023-12:25:42:061-22975	66669981	cd2af5a2ccfd0768bc82f425b3634d07	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/088/ERR11439388/ERR11439388.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/088/ERR11439388/ERR11439388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/088/ERR11439388/ERR11439388.fastq.gz	96878295;5765112	d668ba85047b0f61bc4cf97280154b21;7d08428e8baa837d5fdde286e7a69815	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439388/GLN242_GRG089_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439388/GLN242_GRG089_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439388/GLN242_GRG089_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439388/GLN242_GRG089_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439388/GLN242_GRG089_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439388/GLN242_GRG089_TF.bam.bai	BAM;BAI						GLN242		GLN242		2023-05-15
